Overledene-Voornaam,Aantal
Paels,2
Paeschier,1
Paeschma,1
Paeschynken,1
Paesen,1
Paesken,1
Paesman,1
Paesscha,1
Paesscheijne,1
Paessen,3
Paeter,1
Paeuils,1
Pales,3
Palesun,1
Palidanus,1
Palijn,1
Palis,1
Palm,2
Palmace,1
Palmira,2
Palmyre,1
Pals,1
Panchratius,1
Pancraes,1
Pancras,4
Pancratia,1
Pancratius,17
Pancratus,1
Pancrina,1
Pankratius,1
Panlijntje,1
Pantaleon,3
Pantalon,1
Paoul,1
Pappe,1
Parfani,1
Pariam,1
Parijn,1
Partientje,1
Partijn,1
Partina,2
Pascal,3
Pascalia,1
Pascalis,2
Pascasia,11
Pascasius,8
Pascha,1
Paschal,1
Paschale,1
Paschales,1
Paschalia,4
Paschalina,1
Paschalis,16
Paschalius,2
Paschana,1
Paschararius,1
Pascharius,1
Paschasia,124
Paschasias,1
Paschasius,82
Paschasuis,1
Paschatia,1
Paschaus,1
Paschiana,1
Paschientjen,1
Paschier,11
Paschijn,3
Paschijntjen,2
Paschijntken,1
Paschina,9
Paschis,1
Paschyntien,1
Paschyntken,1
Pascina,4
Pasen,2
Pasguel,1
Pasien,1
Pasier,1
Pasijn,3
Pasijntie,1
Pasina,1
Passchage,1
Passchalis,2
Passchasia,4
Passchasius,10
Passchier,13
Passchiera,1
Passchies,1
Passchijn,1
Passchina,2
Passchine,1
Passchinken,1
Passedijn,1
Passen,1
Passeyn,1
Passhasia,1
Passience,1
Passier,3
Passiera,1
Passijna,1
Passijntgen,1
Passijntje,1
Passina,1
Passira,7
Pastoir,1
Pastoor,4
Pastor,1
Pater,1
Paternel,1
Patric,1
Patrica,1
Patrice,2
Patricia,7
Patricius,3
Patrick,7
Patricus,1
Patritius,1
Patronella,3
Patronilla,4
Patrus,2
Pau,4
Pauel,2
Pauelijntien,1
Pauels,1
Pauilina,1
Pauina,1
Paul,191
Paula,327
Paule,1
Paulen,1
Pauli,39
Paulien,20
Pauliena,8
Paulij,2
Paulijn,24
Paulijna,8
Paulijne,1
Paulijntge,1
Paulijntgen,2
Paulijntie,1
Paulijntien,2
Paulijntje,4
Paulijntjen,2
Paulina,3104
Pauline,104
Paulineke,1
Paulintje,1
Paulinus,10
Paulis,10
Paulius,2
Paullina,1
Paullus,2
Paulo,3
Paulowna,3
Pauls,3
Paulua,2
Paululs,1
Paulum,1
Paulus,7019
Paulusken,1
Paulyn,2
Pauper,1
Pauveliena,1
Pauw,2
Pauwel,18
Pauwelien,5
Pauwelijn,6
Pauwelijnken,2
Pauwelijntie,1
Pauwelijntien,1
Pauwelijntje,2
Pauwelijntjen,1
Pauwelina,22
Pauwelis,1
Pauwels,99
Pauwelsken,1
Pauwelus,1
Pauwes,1
Pauwke,2
Pauwken,1
Pauwlien,2
Pauwliena,1
Pauwlijn,2
Pauwlijntje,1
Pauwlina,26
Pauwline,1
Pauwlus,16
Pawlus,1
Pawscens,1
Pdephna,1
Pechier,1
Peder,2
Pedro,3
Pedtronella,1
Peer,56
Peercke,3
Peercken,3
Peerden,1
Peere,1
Peereijnthen,1
Peeren,1
Peerijen,1
Peerijnken,2
Peerijntje,1
Peerijntjen,4
Peerk,1
Peerke,69
Peerken,206
Peero,1
Peertje,5
Peertken,1
Peester,1
Peet,4
Peete,1
Peeteer,1
Peeter,3655
Peeterjen,1
Peeterke,20
Peeterken,49
Peeterneel,2
Peeternel,114
Peeternela,4
Peeternella,44
Peeternelle,1
Peeternelleken,4
Peeterney,2
Peeteroo,1
Peeters,6
Peetersam,1
Peeterus,31
Peetie,1
Peetri,1
Peetronel,8
Peetronella,21
Peetronilla,1
Peetrus,106
Peetter,1
Peiter,2
Peiternella,1
Peitronella,1
Peitter,1
Pel,2
Pelagia,4
Pelegrinus,1
Pelgrina,1
Pellegrien,1
Pellegrina,1
Pellegrinus,5
Pellegrom,1
Pellina,1
Penellopa,1
Penelope,2
Penina,1
Penna,1
Perdaen,2
Perdani,1
Perdina,2
Peregrina,4
Peregrinus,26
Pereijn,6
Pereijne,1
Pereijnten,7
Pereijntge,1
Pereijntien,1
Pereijntjen,1
Pereijzinius,1
Peres,1
Perette,1
Pereyn,1
Pergur,1
Perhonestus,1
Periaen,1
Periaentje,1
Perias,1
Perijn,49
Perijna,14
Perijne,1
Perijnken,5
Perijnten,1
Perijntgen,1
Perijnthen,1
Perijntie,3
Perijntje,22
Perijntjen,4
Perijntken,4
Perijs,1
Perina,66
Perintje,2
Perintken,1
Perke,2
Perken,9
Pero,79
Perona,1
Peronella,8
Peronelle,1
Peronilla,7
Peronille,2
Perpetua,5
Perrette,7
Persie,1
Persier,1
Persijnten,1
Persijntje,1
Perter,1
Pertonella,7
Pertronella,7
Pertronilla,1
Pertrus,9
Pertua,1
Pertus,7
Perus,10
Peryn,27
Peryna,4
Peryneke,1
Perynken,1
Peryntien,1
Peryntje,1
Pesier,1
Pet,5
Pete,1
Peteer,1
Petenell,1
Petenella,1
Peter,21379
Peter?,1
Petera,2
Peter-Batist,1
Petercke,2
Peterenel,1
Peteris,1
Peterje,1
PeterJohannes,1
Peterke,88
Peterken,195
Peternalla,1
Peternel,1246
Peternela,12
Peternele,1
Peternelken,1
Peternell,7
Peternella,960
Peternelle,47
Peternelleke,4
Peternelleken,9
Peternellus,1
Peterneltie,1
Peternilla,46
Peteronel,2
Peteronela,1
Peteronella,9
Peteronelle,1
Peteronilla,55
Peter-Piet,1
Peters,12
Petertgen,1
Petertijen,1
Petertje,16
Petertjen,3
Peterus,237
Peter-W,1
Petet,1
Peteter,1
Petje,2
Petonella,14
Petonilla,1
Petornella,3
Petornilla,7
Petr,2
Petra,417
Petranella,8
Petranille,1
Petrella,2
Petrenella,2
Petrenelle,1
Petrenilla,1
Petreonella,1
Petrer,1
Petres,1
Petreus,1
Petri,967
Petri-Adami,2
Petrie,1
Petrijn,1
Petrijs,1
Petrina,14
Petrinella,4
Petrinelle,1
Petrinilla,3
Petrionella,1
Petrionilla,1
Petris,11
Petrnel,1
Petrnela,1
Petrnella,1
Petro,8
Petroella,1
Petroenalle,1
Petroenella,1
Petroenlla,4
Petroinella,4
Petroinelle,9
Petroinilla,1
Petromella,2
Petron,1
Petronalla,9
Petroneel,1
Petroneelle,1
Petroneilla,1
Petroneille,1
Petronel,326
Petronela,24
Petronelaa,1
Petronelie,1
Petronell,7
Petronella,54712
Petronellaa,1
Petronellam,15
Petronelle,255
Petronelleke,1
Petronelleken,10
Petronellie,5
Petronellla,1
Petronells,1
Petronelly,2
Petronetta,1
Petroni,1
Petronia,1
Petronie,1
Petroniela,1
Petroniella,1
Petroniila,2
Petronil,3
Petronila,13
Petronill,1
Petronilla,14935
Petronillaa,1
Petronillam,1
Petronille,260
PŽtronille,3
Petronillia,2
Petronillla,1
Petronjlla,1
Petronlla,3
Petronllam,1
Petronlle,1
Petronnel,1
Petronnela,2
Petronnella,13
Petroonella,2
Petrosina,1
Petrronella,1
Petrrus,3
Petrsu,1
Petrsus,1
Petrtonella,1
Petru,1
Petrue,1
Petrum,28
Petrunella,1
Petrus,99538
Petrus[,1
Petrus=Paulus,1
Petrusa,1
PetrusJosephus,1
PetrusTheodorus,1
Petrys,1
Petter,2
Petterken,1
Pettronella,2
Pettronilla,1
Petuis,1
Peturs,1
Petus,25
Petyrus,1
Pevina,1
Pewtronella,1
Peytronilla,1
Ph,1
Phaes,1
Phanailda,1
Phapko,1
Pharaide,1
Pharailda,1
Phara•lde,2
Pharailde,1
Phara•ldes,1
Pharaildis,2
Phekla,1
Phelemina,1
Phellenus,1
Phelomena,3
Phelomina,9
Phielemanus,1
Phielip,3
Phiilippuo,1
Phiipp,1
Phijke,2
Phijken,1
Phijlippus,2
Phijlipus,1
Phijlomena,1
Phil(,1
Philbert,1
Phileberta,6
Philebertha,1
Philebertus,1
Philelmina,1
Philemena,3
Philemina,20
Philemon,5
Philemont,1
Phileppina,1
Philibert,17
Philiberta,10
Philibertum,1
Philibertus,35
Philijpus,1
Philikkus,1
Philimina,6
Philip,366
Philipa,1
Philipe,3
Philiph,4
Philipha,1
Philiphus,11
Philipies,1
Philipijntje,1
Philipina,16
Philipken,1
Philiplina,1
Philipota,1
Philipp,18
Philippa,43
Philippe,44
Philippes,3
Philipphine,1
Philipphus,4
Philippi,12
Philippia,1
Philippijna,1
Philippijne,1
Philippijntgen,1
Philippijntie,1
Philippijntje,3
Philippily,1
Philippina,237
Philippine,10
Philippinus,2
Philippiny,1
Philippis,1
Philippius,2
Philippote,1
Philipppina,1
Philipppus,2
Philipps,2
Philippum,1
Philippus,2163
Philippus-Adrianus,1
Philips,129
Philipsijn,1
Philipus,31
Philipuus,1
Philis,2
Philistiana,1
Philitas,1
Phillebertus,3
Phillemina,6
Phillimina,1
Philliphi,1
Phillipi,3
Phillipina,3
Phillippi,1
Phillippina,2
Phillippus,19
Phillipus,3
Philmanus,1
Philomea,1
Philomela,1
Philomena,501
PhilomenaMaria,1
Philomene,3
Philomne,2
Philomenia,1
Philomijna,3
Philomina,117
Philppus,4
Philukkus,1
Philypina,1
Phiomena,1
Phip,1
Phiphisolie,1
Phjilippus,1
Phlip,10
Phlippina,2
Phlippus,3
Phlips,21
Phlipske,1
Phlipsus,1
Phocas,1
Phoebus,1
Phoelo,1
Pholibertus,1
Pholomina,1
Phylippus,2
Phylips,1
Phylomena,1
Pia,4
Piauw,1
Piebe,1
Piejenneke,1
Pielernella,1
Pien,2
Pier,12
Piere,12
Piereijntje,1
Pieren,2
Pierette,4
Pierijn,1
Pierijna,1
Pierijne,1
Pierijntgen,2
Pierijntien,1
Pierijntje,2
Pierijntjen,1
Pierina,1
Pierineken,1
Pierke,1
Pierken,5
Pierne,1
Piernelle,3
Piero,1
Pieron,1
Pierre,1485
Pirre,1
Pierrette,30
Pierrot,1
Pierternella,1
Pieryntken,4
Piet,888
Pieta,61
Pi‘ta,1
Piete,1
Pieteer,1
Pieteinla,1
Pieteke,1
Pieten,1
Pietenel,2
Pietenella,2
Pieter,16803
Pietera,5
Pieterdiena,1
Pieterdina,5
Pieterel,2
Pieterenella,1
Pietergen,1
Pieterje,6
PieterJoseph,1
Pieterke,5
Pieterken,21
Pieterlina,1
Pieterman,1
Pietern,3
Pieterneel,4
Pieternel,1208
Pieternela,8
Pieternelke,1
Pieternelken,1
Pieternell,26
Pieternella,6084
Pieternelle,112
Pieternelleke,16
Pieternelleken,47
Pieternelletje,3
Pieternellitje,2
Pieternelna,1
Pieterneltje,1
Pieternilla,2
Pieternlaa,1
Pieternolla,1
Pieteronela,1
Pieteronella,33
Pieters,1
Pieterse,2
Pietersen,2
Pietersiena,1
Pietertie,5
Pietertije,1
Pietertja,1
Pietertje,235
Pietertjen,3
Pieterus,2
Pietete,1
Pietie,4
Pietien,1
Pietje,177
Pietr,2
Pietrenella,3
Pietrnella,2
Pietroenlla,1
Pietrolenla,1
Pietrolla,1
Pietroneel,1
Pietronel,11
Pietronela,2
Pietronell,1
Pietronella,1228
Pietronelle,5
Pietronila,1
Pietronilla,1
Pietronnella,1
Pietta,1
Pietter,9
Piettrenelle,1
Piettronella,1
Piggel,1
Pijebe,1
Pijeter,1
Pijke,1
Pijkel,1
Pijrintge,1
Pijt,1
Pijter,6
Pilippe,1
Pilippus,1
Pillips,1
Pinas,3
Pinchas,1
Pineke,1
Pipinus,1
Pireijn,1
Pireijntje,1
Pireijntjen,1
Pireijntken,1
Pirijn,1
Pirijnken,1
Pirijntien,1
Pirijntje,1
Pirijntjen,3
Pirina,1
Pirken,1
Pisschier,1
Pit,1
Piter,295
Piterje,1
Piterke,1
Piterken,1
Piternel,187
Piternela,2
Piternell,4
Piternella,151
Piternelle,21
Piternelleke,3
Piternilla,2
Piteronella,4
Pitertje,1
Pitha,1
Pitron,2
Pitronel,55
Pitronela,1
Pitronella,757
Pitronellaa,1
Pitronelle,5
Pitronilla,111
Pitronille,14
Pitronnella,1
Pitrus,4
Pitter,2
Pitternel,8
Pitternela,2
Pitternella,26
Pitteronella,1
Pittronel,3
Pittronella,39
Pius,16
Pjeter,8
Pjilip,1
Pjotr,1
Placida,1
Placitus,1
Plechelmus,1
Pleeun,1
Pleijntje,1
Pleternelle,1
Pleun,66
Pleuna,3
Pleundert,1
Pleunes,1
Pleunis,19
Pleunken,2
Pleuntge,2
Pleuntgen,3
Pleuntgien,1
Pleuntie,11
Pleuntien,6
Pleuntje,138
Pleuntjen,5
Pleuntken,1
Pleutje,1
Ploentgen,1
Ploentje,1
Plona,4
Plonia,27
Plonie,2
Ploon,2
Ploontje,15
Pluen,1
Pluencken,1
Pluentje,1
Pluijeren,2
Pluijncken,1
Pluim,1
Poel,1
Poeulieus,2
Poldina,1
Polidor,2
Polijdor,1
Polijdorus,1
Polina,2
Polixena,1
Polly,1
PolnŽ,1
Poloronius,1
Polycarpus,1
Polydor,1
Pompeius,2
Pompeus,1
Pomponius,1
Ponijem,1
Pons,1
Pontemius,1
Pontenius,1
Pontia,1
Pontianus,5
Pontius,3
Pontus,3
Pool,1
Popejus,1
Popke,3
Popkje,2
Popkjen,1
Poppo,1
Porphijrius,1
Porti,1
Poschina,1
Poscijna,1
Poscina,1
Poserien,1
Posselma,1
Possijna,1
Potentia,1
Potters,1
Pou,2
Pouel,2
PoŸel,1
Pouelina,2
Poul,2
Poula,2
Poules,4
Poulien,7
Pouliena,2
Poulieneke,2
Poulijn,2
Poulijna,1
Poulijnten,1
Poulijntie,1
Poulina,235
Pouline,4
Poulinus,1
Poulis,12
Poullien,1
Poulurs,1
Poulus,428
Poulwelien,1
Pouwel,39
Pouweleijn,1
Pouweles,2
Pouwelien,1
Pouweliena,1
Pouwelientje,1
Pouwelijn,1
Pouwelin,1
Pouwelina,27
Pouweljn,1
Pouwels,10
Pouwelus,6
Pouwles,1
Pouwlien,4
Pouwliena,1
Pouwlijn,1
Pouwlina,34
Pouwlus,3
Pr,16
Praenobilia,1
Prani,1
Prau,1
Predikant,3
Prees,1
Preijn,5
Preijna,1
Preijnten,2
Preijntie,3
Preijntien,1
Preijntje,3
Preomeer,1
Pressida,1
Preston,1
Pretonella,1
Pretronella,2
Preyn,4
Preyna,1
Prientje,2
Prijn,37
Prijna,24
Prijneken,1
Prijnneken,1
Prijntie,2
Prijntien,1
Prijntje,15
Prijntjen,2
Prina,7
Prisca,2
Priscilla,3
Priscillus,1
Pronika,1
Pronilla,1
Propel,2
Prosper,14
Prospere,1
Prosperina,1
Protatius,1
Prothonella,1
Protronella,1
Prudante,1
Prudence,4
Prudencia,1
Prudens,1
Prudent,2
Prudentia,3
Prudentus,1
Pruli,1
Prym,1
Pryn,13
Pryntie,1
Pryntje,1
Pter,1
Ptronella,2
Puer,3
Puilippus,1
Pulcerie,1
Pullen,1
Punten,2
QŽrile,1
Qerina,1
Qiurinus,1
Qrijnna,1
Qrina,1
Quaerinus,1
Quarterus,1
Querardus,1
Querijn,1
Querijntjen,1
Querijnus,1
Querina,8
Querinus,9
Quesel,1
Quielmus,1
Quierinus,1
Quigulhelmina,1
Quiitie,1
Quijrijn,3
Quijrinus,1
Quilelma,2
Quilelmus,1
Quilhelma,1
Quilhelmina,1
Quilhelmus,2
Quilielma,4
Quilielmus,12
Quillaume,1
Quineberta,1
Quinera,1
Quinier,1
Quinten,1
Quintin,1
Quintina,1
Quintinus,9
Quirein,1
Quiricus,1
Quirijn,112
Quirijna,6
Quirijnken,1
Quirijns,1
Quirijntien,1
Quirijntje,3
Quirijnus,5
Quirin,4
Quirina,251
Quirine,3
Quirini,30
Quirinis,1
Quirinius,5
Quirinus,657
Quiryn,5
Quirynus,1
Quiti,2
Quitie,2
Quizine,1
Qurijn,4
Qurinus,4
Qutherus,1
R--,1
Raagel,1
Raas,6
Rabanus,2
Rabbanus,1
Rabbertus,1
Rabecka,1
Rabeotto,1
Rachael,3
Rachard,1
Rachel,105
Rachle,1
Rachelina,1
Radivoj,1
Raef,1
Raem,1
Raephel,1
Raes,12
Raesens,1
Raessen,1
Rafa‘l,3
Rafi,1
Ragchel,1
Ragel,5
Ragille,2
Rahajoe,1
Rahel,1
Rahtje,1
Raijenetius,1
Raijmond,15
Raijmundes,1
Raijmundus,10
Raijnaldus,1
Raijneldis,4
Raijnera,1
Raijnerius,5
Raijnerus,18
Raijnildis,1
Raijnoldus,1
Raimond,1
Raimundus,3
Rainer,1
Rainerus,21
Rainoldus,1
Raison,1
Ralph,2
Ramberta,1
Ramira,1
Ramoldus,1
Ramualdo,2
Ramualdus,1
Ran,1
Ranciscus,1
Randolf,1
Ranier,2
Raoul,6
Raphael,26
Rapha‘l,5
Raphel,2
Raphiel,1
Raquel,1
Ras,3
Rasalia,1
Rasen,1
Rasi,1
Rasier,1
Rasijem,1
Rasinis,1
Rasinus,4
Rasit,1
Rasmus,1
Rasquin,1
Rasuina,2
Rasuinus,18
Rauol,1
Ravel,1
Ravens,1
Ravoel,1
Ravo‘l,1
Raymond,5
Raymonda,1
Raymondes,1
Raymundus,2
Raynerus,1
Razina,1
Razuinus,4
R--cus,1
Rdus,1
Rebacca,1
Rebecca,109
Rebecka,6
Rebekka,39
Receptor,2
Recherda,1
Redericus,1
Rederik,1
Redier,1
Redina,2
Redmar,2
Redmer,2
Rednerus,1
Reeckia,1
Reedina,1
Reemaeckers,1
Reemis,1
Reetta,1
Re‘tta,1
Refina,1
Regalia,1
Regard,1
Regarda,1
Regardis,1
Regardus,15
Regenerus,2
Regerius,1
Regidia,1
Regien,6
Regiena,28
Regienna,1
Regientje,1
Regijn,1
Regijna,1
Regina,2215
RŽginald,1
Reginald,3
Reginaldus,4
Regine,12
Reginia,1
Reginna,6
Reginold,1
Reginus,5
Regnera,8
Regnerus,26
Regnier,20
Regniere,2
Regonius,1
Regorius,5
Regrardus,2
Regula,2
Reichard,1
Reichardus,1
Reidert,1
Reier,4
Reigharda,1
Reignera,1
Reignier,8
Reijck,2
Reijcken,1
Reijer,41
Reijerke,1
Reijertje,1
Reijerus,1
Reijier,3
Reijijer,1
Reijkje,1
Reijltie,1
Reijm,1
Reijmed,6
Reijmer,4
Reijmert,2
Reijmerus,1
Reijmet,2
Reijmiesig,1
Reijmont,2
Reijn,67
Reijna,1
Reijnaard,1
Reijnard,1
Reijnardt,1
Reijnardus,2
Reijnart,1
Reijnaut,1
Reijnder,49
Reijndert,5
Reijner,4
Reijnera,70
Reijnerd,1
Reijneris,4
Reijnerius,10
Reijnerum,4
Reijnerus,931
Reijnier,292
Reijnieri,1
Reijniers,2
Reijniert,1
Reijnierus,1
Reijnildis,2
Reijnira,1
Reijnirus,6
Reijnje,1
Reijnken,2
Reijnnerus,1
Reijnnier,1
Reijnoldt,1
Reijnout,4
Reijnske,5
Reijnsken,1
Reijnt,1
Reijnte,1
Reijntie,5
Reijntien,4
Reijntje,22
Reijntjen,5
Reijnttie,1
Reijnvaardus,2
Reijrerus,1
Reijs,1
Reimbergia,1
Reimbetje,1
Reimond,1
Rein,14
Reina,15
Reinaert,1
Reinaldus,1
Reinard,7
Reinarda,4
Reinardus,22
Reinart,1
Reinarus,1
Reinaud,1
Reinburgje,1
Reind,1
Reinder,29
Reindert,11
Reindiena,1
Reine,9
Reineius,1
Reiner,5
Reinera,91
Reineria,1
Reineris,2
Reinerius,1
Reinerius-Arnoldus,1
Reinerus,820
Reinetje,1
Reinetta,1
Reineus,1
Reinhard,6
Reinharda,1
Reinhardt,2
Reinhardus,1
Reinhart,3
Reinherus,1
Reinhold,1
Reinier,1079
Reiniera,21
Reinierders,1
Reinieres,1
Reinierke,1
Reiniertje,3
Reinierus,24
Reinige,1
Reinike,1
Reinilda,4
Reinilde,1
Reinildis,3
Reinir,2
Reinira,6
Reinirius,1
Reinirus,14
Reinken,2
Reinneris,1
Reinnerus,1
Reinold,1
Reinolda,1
Reinoldus,4
Reinolt,1
Reinou,1
Reinoud,3
Reinsina,1
Reinske,2
Reinsken,3
Reinskjen,2
Reint,7
Reintien,1
Reintje,34
Reintjen,5
Reisina,1
Rejier,1
Relinda,2
Relindis,4
Relindus,1
Relus,1
Rem,3
Remaclus,2
Remaecker,1
Rembarta,1
Remberta,1
Rembertha,2
Rembertus,26
Remboldus,3
Rembout,1
Remco,1
Remees,1
Remeeus,1
Remeijs,2
Remelia,2
Remeri,1
Remerius,1
Remerus,2
Remet,1
Remetta,1
Remeus,1
Remi,11
Remia,1
Remias,1
Remicius,1
Remidius,2
Remier,1
Remieris,1
Remies,2
Remigia,2
Remigins,3
Remigius,192
Remij,5
Remina,2
Remirius,1
Remisius,14
Remisuis,1
Remke,4
Remkin,1
Remkjen,1
Remko,1
Remmanes,1
Remmelt,3
Remmert,3
Remmerus,10
Remmet,6
Remmit,7
Remmon,1
Remoldus,1
Remon,1
Remondus,5
Remont,1
Remtgen,1
Remtien,2
Ren,1
Renaldina,2
Renaldus,1
Renard,2
Renardus,8
Renata,2
Renate,2
Renatus,8
Renaud,1
Rnaud,1
Render,3
Rendicht,1
Rene,19
RenŽ,67
Ren,1
RŽnŽ,4
Ren,1
Renea,1
RenŽe,5
Renee,4
Reneer,1
Reneijrus,2
Reneirum,1
Reneirus,10
Renera,21
Reneres,1
Reneri,1
Reneris,1
Renerius,7
Renerus,284
Renetta,2
Rengenerus,2
Renger,2
Rengeris,1
Rengerus,1
Reni,1
Renielda,2
Renier,484
Reniera,4
Renierus,5
Renilda,2
Renildis,3
Renirius,1
Renirus,6
Renje,1
Rennerus,6
Rennier,6
Renold,1
Renoldus,1
Rens,1
Rense,5
Rensee,1
Rensje,5
Renske,13
Renskia,1
Renso,1
Renson,2
Rentje,1
Rentmeester,1
Renze,2
Renzie,1
Renzo,1
Reonardus,3
Repke,1
Rerianus,2
Resemonia,1
Resi,1
Resida,1
Resiena,1
Resier,2
Resina,9
Ret,1
Reulken,1
Reumoldus,1
Reuterus,1
Reuver,2
Reuverus,3
Reveria,1
Revinius,1
Revinus,1
Reygarda,1
Reyhout?,1
Reyn,1
Reynaut,1
Reynder,5
Reynen,1
Reyner,1
Reynera,9
Reyneri,1
Reyneris,2
Reynerus,119
Reynier,54
Reynken,1
Reynout,1
Rheinold,1
Rhenerus,7
Rhenivus,1
Rheynder,2
Rhigardi,1
Rhijn,2
Rhustia,1
Ria,7
Rica,14
Ricaldus,2
Ricarda,1
Ricardo,1
Ricardus,3
Ricgarda,1
Richaldus,1
Richarcus,1
Richard,131
Richarda,52
Richarde,1
Richardi,5
Richardine,1
Richardis,4
Richardum,1
Richardus,495
Richars,1
Richart,6
Richarus,1
Richatd,1
Richel,2
Richelt,1
Richerardus,1
Richgerdus,1
Richmet,1
Richmunda,1
Richobertus,1
Richtilda,1
Richtrudis,1
Rick,2
Rickardus,1
Rickscke,2
Rickxke,1
Ricsken,2
Ricter,1
Rictrudis,1
Ridzard,1
Riec,1
Riechardus,1
Riegardus,1
Riek,1
Rieka,3
Riekel,1
Riekelt,1
Riekje,1
Riemer,2
Riemingh,1
Riemke,3
Riemkje,1
Riempje,2
Riena,2
Rienie,2
Rienier,1
Rienk,6
Rienkiena,2
Riennier,1
Rients,2
Riese,1
Rietje,3
Rigard,1
Rigarda,3
Rigardes,1
Rigardi,1
Rigardus,23
Rigerus,1
Righardus,2
Rigina,2
Rigmet,1
Rigobert,1
Rigtje,1
Rijcaldus,1
Rijcardus,2
Rijcgardus,1
Rijcharda,2
Rijchardus,4
Rijck,40
Rijckaert,1
Rijckartje,1
Rijcke,2
Rijcker,1
Rijckert,3
Rijckhardt,1
Rijckje,2
Rijckjen,3
Rijckske,1
Rijcksken,1
Rijckxken,1
Rijcxke,2
Rijcxken,5
Rijen,1
Rijer,1
Rijerken,1
Rijk,56
Rijka,3
Rijkard,1
Rijkart,1
Rijke,4
Rijkel,1
Rijken,2
Rijkert,2
Rijkje,15
Rijklof,1
Rijko,1
Rijkske,2
Rijksken,1
Rijkxken,1
Rijm,2
Rijmericus,1
Rijmpje,2
Rijn,19
Rijna,3
Rijnaart,1
Rijnarda,1
Rijnburgje,5
Rijnder,21
Rijnderd,3
Rijndert,11
Rijnderts,1
Rijnera,25
Rijneris,1
Rijnerus,140
Rijnhout,1
Rijnier,144
Rijnierke,1
Rijnierus,1
Rijnildis,1
Rijnirus,3
Rijnke,1
Rijnken,1
Rijnout,1
Rijns,3
Rijnske,1
Rijnsken,1
Rijntie,2
Rijntje,11
Rijntjen,2
Rijpke,1
Rijpkje,1
Rijt,1
Rijxken,3
Rika,44
Rikje,1
Rikste,1
Rimer,1
Rimmert,3
Rina,6
Rindert,3
Rinerius,1
Rinerus,4
Rini,1
Rinia,1
Rinier,1
Rink,3
Rinke,2
Rinkje,2
Rinse,3
Rinsina,1
Rinsje,2
Rinske,9
Rinskje,2
Rinskjen,1
Rintje,4
Rinus,2
Rinze,4
Riosa,1
Risje,1
Rissard,1
Rissia,1
Rita,6
Ritchard,1
Ritchart,1
Rith,1
Ritsaart,1
Ritsend,1
Ritske,2
Rittsert,1
Ritzard,1
Riveli,1
Rivka,1
Rixken,2
Rob,16
Robart,1
Robarta,1
Robartus,1
Robb,2
Robbart,1
Robbercht,1
Robberdien,1
Robberdina,9
Robberdt,1
Robberecht,2
Robberegt,1
Robbert,226
Robbert(?),1
Robberta,4
Robbertdina,2
Robberth,1
Robbertina,4
Robberts,1
Robbertus,52
Robbet,1
Robbij,1
Robbrecht,32
Robbrechtje,1
Robbrechtse,1
Robbreg,1
Robbreght,2
Robbregt,25
Robby,1
Roberdina,20
Robers,1
Robert,151
Roberta,34
Robertdina,1
Robertha,3
Roberthus,2
Roberti,4
Robertijna,1
Robertina,4
Robertis,3
Robertius,1
Roberto,1
Robertt,1
Robertta,1
Robertus,450
Robin,1
Robina,1
Robly,1
Robrecht,13
Robregt,1
Robus,1
Rocardus,1
Roch,1
Rocha,10
Roche,1
Rochelle,1
Rochen,1
Roches,3
Rochina,5
Rochis,1
Rochius,1
Rochues,1
Rochus,235
Rochuske,4
Rocksina,1
Rocksyna,1
Rockus,1
Roclanda,1
Rocsina,2
Rocus,50
Rodalph,1
Roderick,2
Rodericus,2
Rodien,1
Rodiena,1
Rodier,7
Rodijna,1
Rodina,2
Rodlphus,1
Rodolf,8
Rodolhus,1
Rodolp,1
Rodolph,9
Rodolphe,3
Rodolphus,137
Rodolpus,1
Rodriek,1
Rodrigus,1
Rodulfus,1
Roduloph,1
Rodulpha,3
Rodulphi,1
Rodulphia,1
Rodulphus,60
Roechus,1
Roedolf,21
Roedolff,3
Roedollef,1
Roedolph,11
Roedolphus,18
Roef,18
Roefardus,1
Roeff,15
Roeffinus,1
Roefgangus,1
Roek,1
Roel,21
Roeland,196
Roelanda,26
Roelande,1
Roelandi,20
Roelandia,2
Roelandie,1
Roelandina,13
Roelandis,3
Roelandt,30
Roelandus,153
Roelant,60
Roelef,10
Roeleff,4
Roelefina,1
Roeleman,1
Roelemannus,1
Roelemans,1
Roelenda,1
Roelendis,1
Roelensis,1
Roelevaris,1
Roelevina,1
Roelf,23
Roelff,1
Roelfien,5
Roelfiena,1
Roelfijn?,1
Roelfina,4
Roelfje,2
Roeli,1
Roelief,1
Roelientie,1
Roelif,6
Roeliff,2
Roelijf,2
Roelina,10
Roelindis,1
Roelis,1
Roeljer,1
Roelken,1
Roelleke,1
Roellina,1
Roeloef,8
Roeloeff,1
Roelof,725
Roeloff,103
Roeloffina,3
Roelofje,26
Roelofjen,2
Roelofke,7
Roeloft,1
Roeloph,2
Roelophina,1
Roelophine,1
Roels,1
Roeltien,1
Roely,1
Roem,1
Roemis,1
Roemme,2
Roenoldus,1
Roesina,1
Roesken,1
Roestenburg,1
Roeth,1
Roewartus,1
Roffijn,1
Roffus,1
Rogatianus,1
Rogchus,2
Rogeer,1
Rogeera,1
Roger,14
Rogera,3
Rogeria,3
Rogerius,120
Rogerus,29
Roggina,2
